timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1591775748064,2029,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-13,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,1490,0,0
1591775748307,1787,/cgi-bin/nav.pl-25,200,OK,Thread Group 1-29,text,true,,1889,513,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1294,0,0
1591775748100,1996,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-4,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,1532,0,0
1591775748251,1846,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-45,,true,,2825,996,50,50,null,0,0,0
1591775748251,1846,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-45,text,true,,2825,996,50,50,http://localhost:1080/cgi-bin/reservations.pl,1379,0,0
1591775748528,1570,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-33,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,1100,0,0
1591775748312,2042,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-32,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,1562,0,0
1591775749110,1253,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-43,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,771,0,0
1591775748331,2131,/cgi-bin/nav.pl-25,200,OK,Thread Group 1-50,text,true,,1881,513,50,50,http://localhost:1080/cgi-bin/nav.pl?in=home,1409,0,0
1591775748862,1677,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,2825,996,50,50,null,0,1,0
1591775748862,1677,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-3,text,true,,2825,996,50,50,http://localhost:1080/cgi-bin/reservations.pl,884,0,0
1591775749009,1683,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-31,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,1123,0,0
1591775749009,1728,/cgi-bin/welcome.pl-24,200,OK,Thread Group 1-28,text,true,,1092,571,50,50,http://localhost:1080/cgi-bin/welcome.pl?signOff=1,1264,0,0
1591775749075,1666,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-47,,true,,2825,996,50,50,null,0,0,0
1591775749075,1666,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-47,text,true,,2825,996,50,50,http://localhost:1080/cgi-bin/reservations.pl,1289,0,0
1591775749071,1672,Reservation,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,2825,996,50,50,null,0,1,0
1591775749071,1672,/cgi-bin/reservations.pl-22,200,OK,Thread Group 1-1,text,true,,2825,996,50,50,http://localhost:1080/cgi-bin/reservations.pl,1276,0,0
